from,to,asim_likelihood,edge_exists_original,edge_exists_modified,seal_likelihood,dataset,modification
363,1002,0.045741625,0.0,0.0,0.9876,dancer_01,base
377,1002,8.166365e-05,0.0,0.0,0.5258,dancer_01,base
384,1002,0.019718934,0.0,0.0,0.9917,dancer_01,base
39,1002,0.0019478524,0.0,0.0,0.5265,dancer_01,base
392,1002,0.0063110655,0.0,0.0,0.9876,dancer_01,base
40,1002,0.076422386,0.0,0.0,0.5265,dancer_01,base
445,1002,0.055596374,0.0,0.0,0.9876,dancer_01,base
452,1002,0.011125553,0.0,0.0,0.5258,dancer_01,base
453,1002,0.0001227084,0.0,0.0,0.5258,dancer_01,base
472,1002,0.00053188065,0.0,0.0,0.9896,dancer_01,base
485,1002,2.536664e-05,0.0,0.0,0.9596,dancer_01,base
491,1002,0.9892564,1.0,1.0,0.5259,dancer_01,base
498,1002,0.0011286332,0.0,0.0,0.5258,dancer_01,base
501,1002,0.00088007987,0.0,0.0,0.9883,dancer_01,base
507,1002,0.033585,0.0,0.0,0.5258,dancer_01,base
520,1002,0.020642783,0.0,0.0,0.5258,dancer_01,base
523,1002,0.0016641365,0.0,0.0,0.5258,dancer_01,base
536,1002,0.027481915,0.0,0.0,0.9902,dancer_01,base
55,1002,0.00034368708,0.0,0.0,0.5258,dancer_01,base
559,1002,0.00014422795,0.0,0.0,0.97,dancer_01,base
560,1002,4.778229e-05,0.0,0.0,0.9809,dancer_01,base
564,1002,1.7763283e-05,0.0,0.0,0.5258,dancer_01,base
568,1002,0.0001482255,1.0,0.0,0.5258,dancer_01,base
582,1002,0.012801729,0.0,0.0,0.9915,dancer_01,base
583,1002,0.016814403,0.0,0.0,0.5258,dancer_01,base
613,1002,0.011061357,0.0,0.0,0.9888,dancer_01,base
617,1002,0.007322068,0.0,0.0,0.5258,dancer_01,base
626,1002,0.026095873,0.0,0.0,0.9912,dancer_01,base
628,1002,7.6242744e-05,0.0,0.0,0.5258,dancer_01,base
639,1002,0.4281936,1.0,0.0,0.9901,dancer_01,base
648,1002,0.0060603907,0.0,0.0,0.9889,dancer_01,base
649,1002,0.00079116016,0.0,0.0,0.9907,dancer_01,base
657,1002,4.342894e-05,0.0,0.0,0.5258,dancer_01,base
666,1002,0.007933523,0.0,0.0,0.9894,dancer_01,base
685,1002,0.0025427905,0.0,0.0,0.9888,dancer_01,base
692,1002,0.0032597897,0.0,0.0,0.9914,dancer_01,base
694,1002,0.00043089295,0.0,0.0,0.5258,dancer_01,base
7,1002,0.35933074,0.0,0.0,0.9921,dancer_01,base
706,1002,0.011643059,1.0,0.0,0.9913,dancer_01,base
707,1002,0.0009268302,0.0,0.0,0.9914,dancer_01,base
712,1002,0.0030971651,0.0,0.0,0.5258,dancer_01,base
722,1002,0.035953347,0.0,0.0,0.989,dancer_01,base
75,1002,0.0010146565,0.0,0.0,0.9862,dancer_01,base
764,1002,6.528615e-05,0.0,0.0,0.5258,dancer_01,base
771,1002,0.019980744,0.0,0.0,0.9891,dancer_01,base
801,1002,0.00052995887,0.0,0.0,0.9871,dancer_01,base
803,1002,0.00037324583,0.0,0.0,0.5258,dancer_01,base
811,1002,0.36824965,0.0,0.0,0.9904,dancer_01,base
817,1002,0.5250963,0.0,0.0,0.5278,dancer_01,base
822,1002,0.0054485537,0.0,0.0,0.5278,dancer_01,base
842,1002,0.001330479,0.0,0.0,0.9866,dancer_01,base
869,1002,0.99452025,1.0,1.0,0.5258,dancer_01,base
881,1002,0.0026482,0.0,0.0,0.5258,dancer_01,base
898,1002,0.00066837994,1.0,0.0,0.9916,dancer_01,base
9,1002,0.0073543712,1.0,1.0,0.5272,dancer_01,base
903,1002,0.00020808914,0.0,0.0,0.9643,dancer_01,base
912,1002,0.011355663,0.0,0.0,0.9597,dancer_01,base
955,1002,0.02984929,1.0,0.0,0.9899,dancer_01,base
967,1002,0.0021430259,0.0,0.0,0.5258,dancer_01,base
97,1002,0.02798095,0.0,0.0,0.991,dancer_01,base
976,1002,0.002017264,0.0,0.0,0.9886,dancer_01,base
1004,1007,0.19628097,0.0,0.0,0.9887,dancer_01,base
102,1004,0.42906487,0.0,0.0,0.9712,dancer_01,base
1004,1028,0.0009954358,0.0,0.0,0.9643,dancer_01,base
1004,1036,0.009854648,0.0,0.0,0.9909,dancer_01,base
106,1004,0.19420572,0.0,0.0,0.5196,dancer_01,base
1004,1060,0.34204772,0.0,0.0,0.9905,dancer_01,base
1004,1072,0.00018602416,0.0,0.0,0.9837,dancer_01,base
11,1004,0.49083954,1.0,0.0,0.5211,dancer_01,base
110,1004,0.13304563,0.0,0.0,0.9858,dancer_01,base
1004,1111,0.0028412514,0.0,0.0,0.9771,dancer_01,base
1004,1115,0.16234218,0.0,0.0,0.9778,dancer_01,base
113,1004,0.15090118,0.0,0.0,0.5201,dancer_01,base
114,1004,0.0029258872,0.0,0.0,0.5195,dancer_01,base
1004,1163,0.032568093,0.0,0.0,0.9901,dancer_01,base
1004,1282,0.00013234704,0.0,0.0,0.9506,dancer_01,base
1004,1283,0.0077508413,0.0,0.0,0.5221,dancer_01,base
1004,1284,0.010793178,0.0,0.0,0.9874,dancer_01,base
1004,1287,0.0042172014,0.0,0.0,0.9853,dancer_01,base
1004,1289,0.035615247,0.0,0.0,0.9893,dancer_01,base
1004,1291,0.0043791523,0.0,0.0,0.5221,dancer_01,base
1004,1292,0.9994351,1.0,1.0,0.9892,dancer_01,base
1004,1298,0.99721044,1.0,1.0,0.9784,dancer_01,base
1004,1299,0.0038494146,0.0,0.0,0.991,dancer_01,base
1004,1301,0.00042690217,0.0,0.0,0.9893,dancer_01,base
1004,1303,0.0488882,0.0,0.0,0.9914,dancer_01,base
1004,1305,0.0025209782,0.0,0.0,0.9895,dancer_01,base
131,1004,0.004752089,0.0,0.0,0.9908,dancer_01,base
1004,1316,0.104875125,1.0,0.0,0.9909,dancer_01,base
1004,1519,0.13305156,1.0,0.0,0.9882,dancer_01,base
1004,1522,0.20047653,0.0,0.0,0.5221,dancer_01,base
1004,1526,0.43072423,0.0,0.0,0.9908,dancer_01,base
1004,1527,0.009018396,0.0,0.0,0.9907,dancer_01,base
1004,1530,0.0009672951,0.0,0.0,0.9897,dancer_01,base
1004,1536,6.883281e-05,0.0,0.0,0.5221,dancer_01,base
1004,1538,0.018899925,0.0,0.0,0.99,dancer_01,base
1004,1547,0.00016142415,0.0,0.0,0.9813,dancer_01,base
1004,1548,0.35320464,0.0,0.0,0.9411,dancer_01,base
1004,1549,0.08971435,0.0,0.0,0.9778,dancer_01,base
159,1004,0.29278028,1.0,0.0,0.9901,dancer_01,base
161,1004,0.00031522766,0.0,0.0,0.5195,dancer_01,base
17,1004,0.7027949,0.0,0.0,0.9906,dancer_01,base
180,1004,0.059297852,0.0,0.0,0.9867,dancer_01,base
186,1004,0.9965708,1.0,1.0,0.5198,dancer_01,base
188,1004,0.009315252,0.0,0.0,0.5198,dancer_01,base
19,1004,0.9997236,1.0,1.0,0.5195,dancer_01,base
198,1004,0.00082284014,0.0,0.0,0.9532,dancer_01,base
211,1004,0.15009451,0.0,0.0,0.5195,dancer_01,base
218,1004,0.00047592915,0.0,0.0,0.9904,dancer_01,base
219,1004,3.8090843e-06,0.0,0.0,0.5197,dancer_01,base
224,1004,4.479507e-05,0.0,0.0,0.5195,dancer_01,base
250,1004,0.14138894,0.0,0.0,0.9788,dancer_01,base
254,1004,0.00041067548,0.0,0.0,0.5195,dancer_01,base
262,1004,0.3122088,0.0,0.0,0.9902,dancer_01,base
271,1004,0.012645354,0.0,0.0,0.5195,dancer_01,base
275,1004,0.99058795,1.0,1.0,0.9878,dancer_01,base
279,1004,6.3742564e-06,0.0,0.0,0.968,dancer_01,base
284,1004,0.15282875,1.0,0.0,0.5199,dancer_01,base
289,1004,0.035737082,0.0,0.0,0.9905,dancer_01,base
300,1004,0.03197899,0.0,0.0,0.5204,dancer_01,base
304,1004,0.23528379,0.0,0.0,0.9907,dancer_01,base
314,1004,0.18462889,0.0,0.0,0.9861,dancer_01,base
316,1004,0.14525855,0.0,0.0,0.9792,dancer_01,base
320,1004,0.5704337,0.0,0.0,0.9906,dancer_01,base
328,1004,0.997256,1.0,1.0,0.9892,dancer_01,base
34,1004,0.08058636,0.0,0.0,0.9874,dancer_01,base
340,1004,8.7097746e-05,0.0,0.0,0.9891,dancer_01,base
342,1004,0.00030231412,0.0,0.0,0.9666,dancer_01,base
344,1004,0.19560897,0.0,0.0,0.9893,dancer_01,base
363,1004,0.0031444528,0.0,0.0,0.9844,dancer_01,base
377,1004,0.036584917,0.0,0.0,0.5195,dancer_01,base
384,1004,0.48795658,0.0,0.0,0.9906,dancer_01,base
39,1004,3.597318e-06,1.0,0.0,0.5187,dancer_01,base
392,1004,0.031134594,0.0,0.0,0.9844,dancer_01,base
40,1004,0.4069067,0.0,0.0,0.5187,dancer_01,base
445,1004,0.0033258637,0.0,0.0,0.9844,dancer_01,base
452,1004,0.29011217,0.0,0.0,0.5211,dancer_01,base
453,1004,0.0021612307,0.0,0.0,0.5199,dancer_01,base
472,1004,0.10588588,0.0,0.0,0.9909,dancer_01,base
485,1004,0.017024653,0.0,0.0,0.9538,dancer_01,base
491,1004,0.0005151326,0.0,0.0,0.5195,dancer_01,base
498,1004,0.0046892855,0.0,0.0,0.5195,dancer_01,base
501,1004,0.007530711,0.0,0.0,0.9883,dancer_01,base
507,1004,0.9980926,1.0,1.0,0.5219,dancer_01,base
520,1004,0.0003115159,0.0,0.0,0.5195,dancer_01,base
523,1004,0.00021379866,0.0,0.0,0.5195,dancer_01,base
536,1004,0.053484667,0.0,0.0,0.9895,dancer_01,base
55,1004,5.461104e-06,0.0,0.0,0.5195,dancer_01,base
559,1004,0.00042007535,0.0,0.0,0.9731,dancer_01,base
560,1004,0.29475996,1.0,0.0,0.9765,dancer_01,base
564,1004,4.44314e-05,0.0,0.0,0.5195,dancer_01,base
568,1004,0.08087111,0.0,0.0,0.9547,dancer_01,base
582,1004,0.0001510729,0.0,0.0,0.991,dancer_01,base
583,1004,0.0003664288,0.0,0.0,0.5195,dancer_01,base
613,1004,0.001182459,0.0,0.0,0.9903,dancer_01,base
617,1004,0.03172778,0.0,0.0,0.5195,dancer_01,base
626,1004,0.01611405,0.0,0.0,0.9904,dancer_01,base
628,1004,0.00092654506,0.0,0.0,0.521,dancer_01,base
639,1004,0.9998561,1.0,1.0,0.989,dancer_01,base
648,1004,0.053692844,0.0,0.0,0.9889,dancer_01,base
649,1004,0.021803666,0.0,0.0,0.9902,dancer_01,base
657,1004,0.038420856,0.0,0.0,0.5195,dancer_01,base
666,1004,0.16763823,0.0,0.0,0.9902,dancer_01,base
685,1004,0.021020817,0.0,0.0,0.9883,dancer_01,base
692,1004,0.018061262,0.0,0.0,0.9909,dancer_01,base
694,1004,3.9076505e-05,0.0,0.0,0.5195,dancer_01,base
7,1004,0.59663856,0.0,0.0,0.9905,dancer_01,base
706,1004,0.001157122,0.0,0.0,0.9905,dancer_01,base
707,1004,0.00013287559,0.0,0.0,0.9909,dancer_01,base
712,1004,0.89880794,0.0,0.0,0.5211,dancer_01,base
722,1004,0.9980824,1.0,1.0,0.9882,dancer_01,base
75,1004,0.0053289006,1.0,0.0,0.9911,dancer_01,base
764,1004,0.04056636,0.0,0.0,0.5195,dancer_01,base
771,1004,0.6069402,0.0,0.0,0.9889,dancer_01,base
801,1004,0.18145889,0.0,0.0,0.9864,dancer_01,base
803,1004,0.0035431802,0.0,0.0,0.5195,dancer_01,base
811,1004,0.15803015,0.0,0.0,0.9892,dancer_01,base
817,1004,0.022364905,0.0,0.0,0.5205,dancer_01,base
822,1004,0.044613734,1.0,0.0,0.5205,dancer_01,base
842,1004,0.016583057,0.0,0.0,0.9873,dancer_01,base
869,1004,2.1132866e-05,0.0,0.0,0.5195,dancer_01,base
881,1004,0.99562573,1.0,1.0,0.5196,dancer_01,base
898,1004,0.049309663,0.0,0.0,0.9905,dancer_01,base
9,1004,0.0004818667,0.0,0.0,0.5216,dancer_01,base
903,1004,0.65558267,0.0,0.0,0.9796,dancer_01,base
912,1004,2.0189966e-05,0.0,0.0,0.9532,dancer_01,base
955,1004,0.001151631,0.0,0.0,0.991,dancer_01,base
967,1004,3.494882e-05,0.0,0.0,0.5195,dancer_01,base
97,1004,0.30319965,0.0,0.0,0.9898,dancer_01,base
976,1004,0.31978416,0.0,0.0,0.983,dancer_01,base
102,1007,0.013578061,0.0,0.0,0.9605,dancer_01,base
1007,1028,2.0840677e-07,0.0,0.0,0.5091,dancer_01,base
1007,1036,0.025264831,0.0,0.0,0.9802,dancer_01,base
106,1007,0.05619182,0.0,0.0,0.4799,dancer_01,base
1007,1060,0.0065927436,0.0,0.0,0.9869,dancer_01,base
1007,1072,0.000407138,0.0,0.0,0.9827,dancer_01,base
11,1007,1.2635393e-06,1.0,0.0,0.4799,dancer_01,base
110,1007,0.011761475,0.0,0.0,0.9783,dancer_01,base
1007,1111,1.2024511e-05,0.0,0.0,0.9606,dancer_01,base
1007,1115,0.0031791604,0.0,0.0,0.979,dancer_01,base
113,1007,0.99849474,1.0,1.0,0.3446,dancer_01,base
114,1007,2.8618892e-06,0.0,0.0,0.4799,dancer_01,base
1007,1163,0.012950409,1.0,0.0,0.9796,dancer_01,base
1007,1282,7.761249e-07,0.0,0.0,0.5091,dancer_01,base
1007,1283,0.00010089337,0.0,0.0,0.5091,dancer_01,base
1007,1284,0.0072871144,0.0,0.0,0.9796,dancer_01,base
1007,1287,1.5707968e-06,0.0,0.0,0.9519,dancer_01,base
1007,1289,0.00020353038,0.0,0.0,0.9875,dancer_01,base
1007,1291,0.00010427805,0.0,0.0,0.4799,dancer_01,base
1007,1292,1.6147093e-05,1.0,0.0,0.9854,dancer_01,base
1007,1298,0.00016900434,1.0,0.0,0.9835,dancer_01,base
1007,1299,0.00012999227,0.0,0.0,0.9876,dancer_01,base
1007,1301,2.6336636e-05,0.0,0.0,0.9826,dancer_01,base
1007,1303,0.00012431909,0.0,0.0,0.9794,dancer_01,base
1007,1305,7.336696e-06,0.0,0.0,0.9774,dancer_01,base
131,1007,0.005918673,0.0,0.0,0.9876,dancer_01,base
1007,1316,0.046734113,1.0,0.0,0.9908,dancer_01,base
1007,1519,0.12472568,0.0,0.0,0.9877,dancer_01,base
1007,1522,0.00022559718,0.0,0.0,0.4994,dancer_01,base
1007,1526,8.434539e-07,0.0,0.0,0.988,dancer_01,base
1007,1527,0.015530811,0.0,0.0,0.9801,dancer_01,base
1007,1530,0.040839273,0.0,0.0,0.9907,dancer_01,base
1007,1536,4.2634747e-07,0.0,0.0,0.4799,dancer_01,base
1007,1538,0.06176039,0.0,0.0,0.9851,dancer_01,base
1007,1547,2.8235634e-12,0.0,0.0,0.9644,dancer_01,base
1007,1548,2.6477898e-07,0.0,0.0,0.9549,dancer_01,base
